2017-01-06 09:52:39.963  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-01-06 09:52:39.968  INFO 32276 --- [localhost-startStop-1] o.s.b.c.embedded.FilterRegistrationBean  : Mapping filter: 'requestContextFilter' to: [/*]
2017-01-06 09:52:40.051  INFO 32276 --- [main] com.mchange.v2.log.MLog                  : MLog clients using log4j logging.
2017-01-06 09:52:40.082  INFO 32276 --- [main] com.mchange.v2.c3p0.C3P0Registry         : Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2017-01-06 09:52:40.333  INFO 32276 --- [main] c.m.v.c.i.AbstractPoolBackedDataSource   : Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1bqop4e9lvhhymfni4gy|50a7c72b, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1bqop4e9lvhhymfni4gy|50a7c72b, idleConnectionTestPeriod -> 3000, initialPoolSize -> 5, jdbcUrl -> jdbc:mysql://120.132.55.103:3308/league_data?useunicode=true&characterencoding=utf8&autoreconnect=true&rewritebatchedstatements=true&zerodatetimebehavior=converttonull, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 10, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 2, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2017-01-06 09:52:40.850  INFO 32276 --- [main] j.LocalContainerEntityManagerFactoryBean : Building JPA container EntityManagerFactory for persistence unit 'default'
2017-01-06 09:52:40.864  INFO 32276 --- [main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017-01-06 09:52:40.959  INFO 32276 --- [main] org.hibernate.Version                    : HHH000412: Hibernate Core {4.3.11.Final}
2017-01-06 09:52:40.961  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000206: hibernate.properties not found
2017-01-06 09:52:40.963  INFO 32276 --- [main] org.hibernate.cfg.Environment            : HHH000021: Bytecode provider name : javassist
2017-01-06 09:52:41.259  INFO 32276 --- [main] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
2017-01-06 09:52:41.383  INFO 32276 --- [main] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2017-01-06 09:52:41.395  INFO 32276 --- [main] o.h.e.jdbc.internal.LobCreatorBuilder    : HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2017-01-06 09:52:41.614  INFO 32276 --- [main] o.h.h.i.ast.ASTQueryTranslatorFactory    : HHH000397: Using ASTQueryTranslatorFactory
2017-01-06 09:52:42.863  INFO 32276 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/assist/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.AssistController.selectAssistById(int)
2017-01-09 14:46:32.678  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/12.trans-match-data],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transMatchData()
2017-01-09 14:46:32.678  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/02.trans-team-history],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transTeamHistory()
2017-01-09 14:46:32.678  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/11.trans-match-rank-assist],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transRankAssist()
2017-01-09 14:46:32.678  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/03.trans-player],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transPlayer()
2017-01-09 14:46:32.679  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/05.trans-coach],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transCoach()
2017-01-09 14:46:32.679  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/13.trans-match-line],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transLineup()
2017-01-09 14:46:32.679  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/04.trans-player-history],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transPlayerHistory()
2017-01-09 14:46:32.679  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/06.trans-coach-history],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.transCoachHistory()
2017-01-09 14:46:32.679  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/1.trans-all-data/14.trans-user-player],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.Controller.userPlayerReleasion()
2017-01-09 14:46:32.690  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-club],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataClubController.insertDataClub(com.ninehcom.transfer.entity.DataClub)
2017-01-09 14:46:32.691  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-club],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataClubController.updateDataClub(com.ninehcom.transfer.entity.DataClub)
2017-01-09 14:46:32.693  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-club],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataClubController.selectAllDataClub()
2017-01-09 14:46:32.693  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-club/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataClubController.selectDataClubById(int)
2017-01-09 14:46:32.694  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-club/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataClubController.deleteDataClubById(int)
2017-01-09 14:46:32.696  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachController.insertDataCoach(com.ninehcom.transfer.entity.DataCoach)
2017-01-09 14:46:32.697  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachController.updateDataCoach(com.ninehcom.transfer.entity.DataCoach)
2017-01-09 14:46:32.697  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachController.selectAllDataCoach()
2017-01-09 14:46:32.697  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachController.selectDataCoachById(int)
2017-01-09 14:46:32.698  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachController.deleteDataCoachById(int)
2017-01-09 14:46:32.699  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach-re-club],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachReClubController.selectAllDataCoachReClub()
2017-01-09 14:46:32.700  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach-re-club/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachReClubController.selectDataCoachReClubById(int)
2017-01-09 14:46:32.700  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach-re-club],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachReClubController.insertDataCoachReClub(com.ninehcom.transfer.entity.DataCoachReClub)
2017-01-09 14:46:32.701  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach-re-club],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachReClubController.updateDataCoachReClub(com.ninehcom.transfer.entity.DataCoachReClub)
2017-01-09 14:46:32.702  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-coach-re-club/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataCoachReClubController.deleteDataCoachReClubById(int)
2017-01-09 14:46:33.185  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeController.insertDataJudge(com.ninehcom.transfer.entity.DataJudge)
2017-01-09 14:46:33.185  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeController.updateDataJudge(com.ninehcom.transfer.entity.DataJudge)
2017-01-09 14:46:33.185  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeController.selectAllDataJudge()
2017-01-09 14:46:33.185  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeController.selectDataJudgeById(int)
2017-01-09 14:46:33.186  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeController.deleteDataJudgeById(int)
2017-01-09 14:46:33.187  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge-re-match],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeReMatchController.selectAllDataJudgeReMatch()
2017-01-09 14:46:33.187  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge-re-match/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeReMatchController.selectDataJudgeReMatchById(int)
2017-01-09 14:46:33.188  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge-re-match],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeReMatchController.insertDataJudgeReMatch(com.ninehcom.transfer.entity.DataJudgeReMatch)
2017-01-09 14:46:33.188  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge-re-match],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeReMatchController.updateDataJudgeReMatch(com.ninehcom.transfer.entity.DataJudgeReMatch)
2017-01-09 14:46:33.188  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-judge-re-match/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataJudgeReMatchController.deleteDataJudgeReMatchById(int)
2017-01-09 14:46:33.189  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match-broadcast],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchBroadcastController.selectAllDataLeagueMatchBroadcast()
2017-01-09 14:46:33.190  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match-broadcast/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchBroadcastController.selectDataLeagueMatchBroadcastById(int)
2017-01-09 14:46:33.190  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match-broadcast/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchBroadcastController.deleteDataLeagueMatchBroadcastById(int)
2017-01-09 14:46:33.190  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match-broadcast],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchBroadcastController.insertDataLeagueMatchBroadcast(com.ninehcom.transfer.entity.DataLeagueMatchBroadcast)
2017-01-09 14:46:33.190  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match-broadcast],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchBroadcastController.updateDataLeagueMatchBroadcast(com.ninehcom.transfer.entity.DataLeagueMatchBroadcast)
2017-01-09 14:46:33.191  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchController.selectAllDataLeagueMatch()
2017-01-09 14:46:33.192  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchController.selectDataLeagueMatchById(int)
2017-01-09 14:46:33.192  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchController.insertDataLeagueMatch(com.ninehcom.transfer.entity.DataLeagueMatch)
2017-01-09 14:46:33.192  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchController.updateDataLeagueMatch(com.ninehcom.transfer.entity.DataLeagueMatch)
2017-01-09 14:46:33.192  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-match/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueMatchController.deleteDataLeagueMatchById(int)
2017-01-09 14:46:33.193  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-outstanding],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueOutstandingController.selectAllDataLeagueOutstanding()
2017-01-09 14:46:33.194  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-outstanding/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueOutstandingController.selectDataLeagueOutstandingById(int)
2017-01-09 14:46:33.194  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-outstanding],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueOutstandingController.insertDataLeagueOutstanding(com.ninehcom.transfer.entity.DataLeagueOutstanding)
2017-01-09 14:46:33.195  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-outstanding],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueOutstandingController.updateDataLeagueOutstanding(com.ninehcom.transfer.entity.DataLeagueOutstanding)
2017-01-09 14:46:33.195  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-outstanding/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueOutstandingController.deleteDataLeagueOutstandingById(int)
2017-01-09 14:46:33.196  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-assistant/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankAssistantController.selectDataLeagueRankAssistantById(int)
2017-01-09 14:46:33.196  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-assistant/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankAssistantController.deleteDataLeagueRankAssistantById(int)
2017-01-09 14:46:33.196  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-assistant],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankAssistantController.selectAllDataLeagueRankAssistant()
2017-01-09 14:46:33.197  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-assistant],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankAssistantController.insertDataLeagueRankAssistant(com.ninehcom.transfer.entity.DataLeagueRankAssistant)
2017-01-09 14:46:33.197  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-assistant],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankAssistantController.updateDataLeagueRankAssistant(com.ninehcom.transfer.entity.DataLeagueRankAssistant)
2017-01-09 14:46:33.198  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-card],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankCardController.selectAllDataLeagueRankCard()
2017-01-09 14:46:33.199  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-card/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankCardController.selectDataLeagueRankCardById(int)
2017-01-09 14:46:33.199  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-card],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankCardController.insertDataLeagueRankCard(com.ninehcom.transfer.entity.DataLeagueRankCard)
2017-01-09 14:46:33.199  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-card],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankCardController.updateDataLeagueRankCard(com.ninehcom.transfer.entity.DataLeagueRankCard)
2017-01-09 14:46:33.199  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-card/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankCardController.deleteDataLeagueRankCardById(int)
2017-01-09 14:46:33.200  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubController.insertDataLeagueRankClub(com.ninehcom.transfer.entity.DataLeagueRankClub)
2017-01-09 14:46:33.201  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubController.updateDataLeagueRankClub(com.ninehcom.transfer.entity.DataLeagueRankClub)
2017-01-09 14:46:33.201  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubController.deleteDataLeagueRankClubById(int)
2017-01-09 14:46:33.201  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubController.selectAllDataLeagueRankClub()
2017-01-09 14:46:33.201  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubController.selectDataLeagueRankClubById(int)
2017-01-09 14:46:33.202  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-guest],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubGuestController.selectAllDataLeagueRankClubGuest()
2017-01-09 14:46:33.203  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-guest],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubGuestController.insertDataLeagueRankClubGuest(com.ninehcom.transfer.entity.DataLeagueRankClubGuest)
2017-01-09 14:46:33.203  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-guest],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubGuestController.updateDataLeagueRankClubGuest(com.ninehcom.transfer.entity.DataLeagueRankClubGuest)
2017-01-09 14:46:33.203  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-guest/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubGuestController.selectDataLeagueRankClubGuestById(int)
2017-01-09 14:46:33.203  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-guest/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubGuestController.deleteDataLeagueRankClubGuestById(int)
2017-01-09 14:46:33.205  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-home],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubHomeController.selectAllDataLeagueRankClubHome()
2017-01-09 14:46:33.205  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-home/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubHomeController.selectDataLeagueRankClubHomeById(int)
2017-01-09 14:46:33.205  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-home],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubHomeController.insertDataLeagueRankClubHome(com.ninehcom.transfer.entity.DataLeagueRankClubHome)
2017-01-09 14:46:33.205  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-home],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubHomeController.updateDataLeagueRankClubHome(com.ninehcom.transfer.entity.DataLeagueRankClubHome)
2017-01-09 14:46:33.205  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-club-home/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankClubHomeController.deleteDataLeagueRankClubHomeById(int)
2017-01-09 14:46:33.207  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-goal],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankGoalController.selectAllDataLeagueRankGoal()
2017-01-09 14:46:33.207  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-goal/{id}],methods=[GET]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankGoalController.selectDataLeagueRankGoalById(int)
2017-01-09 14:46:33.207  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-goal],methods=[POST]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankGoalController.insertDataLeagueRankGoal(com.ninehcom.transfer.entity.DataLeagueRankGoal)
2017-01-09 14:46:33.207  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-goal],methods=[PUT]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankGoalController.updateDataLeagueRankGoal(com.ninehcom.transfer.entity.DataLeagueRankGoal)
2017-01-09 14:46:33.207  INFO 5964 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped "{[/transfer/data-league-rank-goal/{id}],methods=[DELETE]}" onto public com.ninehcom.common.util.Result com.ninehcom.transfer.controller.DataLeagueRankGoalController.deleteDataLeagueRankGoalById(int)
